ma_ck,ngay,nam,ten_cong_ty,san_giao_dich,nganh,phan_nganh_gics_chuan,tong_tai_san,tai_san_ngan_han,tien_mat,hang_ton_kho,no_ngan_han,tong_no_phai_tra,von_chu_so_huu,loi_nhuan_sau_thue,ebit,doanh_thu_thuan,doanh_thu_tai_chinh,loi_nhuan_gop,chi_phi_lai_vay,gia_von_hang_ban,chi_phi_quan_ly_ban_hang,dong_tien_kd,dong_tien_dt,dong_tien_tc,roa,von_chu_so_huu_safe,roe,no_tong_tai_san,no_von_chu_so_huu,tt_hien_han,tt_nhanh,kha_nang_tra_lai,dong_tien_tren_no,quy_mo_dn,diem_rui_ro,target,roa_tre1,roe_tre1,tt_hien_han_tre1,tt_nhanh_tre1,no_tong_tai_san_tre1,no_von_chu_so_huu_tre1,kha_nang_tra_lai_tre1,dong_tien_tren_no_tre1,quy_mo_dn_tre1,xac_suat,trang_thai
CII,2023-12-31 00:00:00,2023,Hạ tầng Kỹ thuật TP.HCM,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,3.32E+13,6.91E+12,1.2E+12,5.82E+11,8.14E+12,2.47E+13,8.51E+12,3.7E+11,6.07E+11,3.09E+12,7.96E+11,1.16E+12,5.18E+11,1.93E+12,69227916437,-1.62E+11,1.69E+12,-6.04E+11,0.011144578,8.51E+12,0.043478261,0.743975904,2.902467685,0.848894349,0.777395577,1.171814672,-0.01990172,10.41030515,7.679999828,1,0.030104895,0.10373494,0.755485893,0.586206897,0.70979021,2.445783133,1.75,-0.023510972,10.261162,0.076825522,An toàn
CII,2024-12-31 00:00:00,2024,Hạ tầng Kỹ thuật TP.HCM,Ho Chi Minh Securities Trading Centre,xây dựng và vật liệu,,3.67E+13,8.55E+12,1.35E+12,2.29E+12,8.96E+12,2.75E+13,9.12E+12,6.18E+11,1.04E+12,3.03E+12,3.22E+11,1.66E+12,8.41E+11,1.36E+12,75226320104,-2.32E+12,1.74E+12,7.35E+11,0.016839237,9.12E+12,0.067763158,0.749318801,3.015350877,0.954241071,0.698660714,1.236623068,-0.258928571,10.51053203,7.679999828,1,0.011144578,0.043478261,0.848894349,0.777395577,0.743975904,2.902467685,1.171814672,-0.01990172,10.41030515,0.076825522,An toàn
CJC,2019-12-31 00:00:00,2019,Cơ điện Miền Trung,Hanoi Stock Exchange,hàng và dịch vụ công nghiệp,,2.47E+11,2.26E+11,6656568306,82155422931,2.07E+11,2.07E+11,40253376188,-31273980614,-24903633531,2.95E+11,297014719,-8102296545,12014169803,3.03E+11,0,45823966900,28240308940,-1.05E+11,-0.126615306,40253376188,-0.776928138,0.83805668,5.142425794,1.09178744,0.694901338,-2.072855132,0.221371821,5.509388337,7.679999828,1,0.000423776,0.001520325,1.021621622,0.75972062,0.719844358,2.582490786,1.025770814,-0.061152855,5.549076085,0.076825522,An toàn
CJC,2020-12-31 00:00:00,2020,Cơ điện Miền Trung,Hanoi Stock Exchange,hàng và dịch vụ công nghiệp,,1.43E+11,1.25E+11,4600809952,26234707202,98716690858,99676020354,42890611534,2637235346,10454945763,2.46E+11,41021796,23128987553,8245241706,2.22E+11,0,2489296636,-86376193472,81831198266,0.018442205,42890611534,0.061487474,0.697035107,2.323958946,1.266249901,1.000492338,1.267997487,0.025216573,4.96284463,6.690000057,0,-0.126615306,-0.776928138,1.09178744,0.694901338,0.83805668,5.142425794,-2.072855132,0.221371821,5.509388337,0.066868223,An toàn
CJC,2021-12-31 00:00:00,2021,Cơ điện Miền Trung,Hanoi Stock Exchange,hàng và dịch vụ công nghiệp,,1.27E+11,1.11E+11,8872256384,43130991583,87010704501,87010704501,40423877062,-2466734472,1172341053,95921122117,304020191,13069137075,3730563834,82851985042,0,-2112037460,-17555088974,23938609098,-0.019423106,40423877062,-0.061021719,0.685123657,2.152458171,1.275705106,0.780007573,0.314253047,-0.024273306,4.844187086,7.679999828,1,0.018442205,0.061487474,1.266249901,1.000492338,0.697035107,2.323958946,1.267997487,0.025216573,4.96284463,0.076825522,An toàn
CJC,2022-12-31 00:00:00,2022,Cơ điện Miền Trung,Hanoi Stock Exchange,hàng và dịch vụ công nghiệp,,2.16E+11,2.01E+11,19498557323,87447325154,1.74E+11,1.74E+11,42252492306,1828615244,5501967809,2.4E+11,293013837,18120384124,3856892506,2.22E+11,0,-11287857552,35395604734,-13516309021,0.008465811,42252492306,0.043278281,0.805555556,4.118100271,1.155172414,0.65260158,1.426528689,-0.064872745,5.375278408,7.679999828,0,-0.019423106,-0.061021719,1.275705106,0.780007573,0.685123657,2.152458171,0.314253047,-0.024273306,4.844187086,0.076825522,An toàn
CJC,2023-12-31 00:00:00,2023,Cơ điện Miền Trung,Hanoi Stock Exchange,hàng và dịch vụ công nghiệp,,2.21E+11,2.06E+11,18325247799,51005049710,1.3E+11,1.34E+11,86129246317,3996754011,7551111496,2.52E+11,241351389,25259657431,5296565658,2.27E+11,0,1947327703,12892641466,-16017042071,0.01808486,86129246317,0.046404145,0.606334842,1.555801377,1.584615385,1.192268848,1.425661831,0.014979444,5.398162702,7.679999828,0,0.008465811,0.043278281,1.155172414,0.65260158,0.805555556,4.118100271,1.426528689,-0.064872745,5.375278408,0.076825522,An toàn
CJC,2024-12-31 00:00:00,2024,Cơ điện Miền Trung,Hanoi Stock Exchange,hàng và dịch vụ công nghiệp,,2.47E+11,2.28E+11,30166901118,82676314948,1.44E+11,1.53E+11,93948952195,7819705878,8271396932,3.87E+11,169444788,30772920570,4487525526,3.57E+11,0,-1713144767,-16624470986,30229003805,0.031658728,93948952195,0.083233561,0.619433198,1.628543974,1.583333333,1.009192257,1.843197745,-0.011896839,5.509388337,18.04000092,0,0.01808486,0.046404145,1.584615385,1.192268848,0.606334842,1.555801377,1.425661831,0.014979444,5.398162702,0.180444852,An toàn
CKG,2019-12-31 00:00:00,2019,Xây dựng Kiên Giang,Ho Chi Minh Securities Trading Centre,bất động sản,,4.49E+12,4.08E+12,64793366698,2.71E+12,2.06E+12,3.86E+12,6.29E+11,1.01E+11,1.5E+11,1.05E+12,7167474975,3.06E+11,36208397511,7.44E+11,1.51E+11,-11377330465,1.71E+11,-1.33E+11,0.022494432,6.29E+11,0.160572337,0.859688196,6.13672496,1.980582524,0.665048544,4.142685408,-0.005522976,8.409607981,13.60000038,0,0.027028428,0.14690328,1.846666667,0.64,0.818731118,4.449917898,3.843050157,-0.151333333,8.104703468,0.136046201,An toàn
CKG,2020-12-31 00:00:00,2020,Xây dựng Kiên Giang,Ho Chi Minh Securities Trading Centre,bất động sản,,4.69E+12,4.09E+12,51182776751,2.8E+12,1.99E+12,4.05E+12,6.4E+11,1.16E+11,1.7E+11,1.11E+12,5678135015,3.3E+11,34248960762,7.85E+11,1.54E+11,-1.88E+11,1.13E+11,61150448400,0.024733475,6.4E+11,0.18125,0.863539446,6.328125,2.055276382,0.648241206,4.96365426,-0.094472362,8.453187861,7.679999828,0,0.022494432,0.160572337,1.980582524,0.665048544,0.859688196,6.13672496,4.142685408,-0.005522976,8.409607981,0.076825522,An toàn
CKG,2021-12-31 00:00:00,2021,Xây dựng Kiên Giang,Ho Chi Minh Securities Trading Centre,bất động sản,,4.69E+12,3.87E+12,70495329166,2.79E+12,2E+12,3.72E+12,9.67E+11,1.53E+11,1.71E+11,1.1E+12,52879115685,3.59E+11,-24584713266,7.45E+11,47911710083,-95662327382,52893444307,62081435490,0.032622601,9.67E+11,0.158221303,0.793176972,3.846949328,1.935,0.54,-6.955541769,-0.047831164,8.453187861,7.679999828,1,0.024733475,0.18125,2.055276382,0.648241206,0.863539446,6.328125,4.96365426,-0.094472362,8.453187861,0.076825522,An toàn
