ma_ck,ngay,nam,ten_cong_ty,san_giao_dich,nganh,phan_nganh_gics_chuan,tong_tai_san,tai_san_ngan_han,tien_mat,hang_ton_kho,no_ngan_han,tong_no_phai_tra,von_chu_so_huu,loi_nhuan_sau_thue,ebit,doanh_thu_thuan,doanh_thu_tai_chinh,loi_nhuan_gop,chi_phi_lai_vay,gia_von_hang_ban,chi_phi_quan_ly_ban_hang,dong_tien_kd,dong_tien_dt,dong_tien_tc,roa,von_chu_so_huu_safe,roe,no_tong_tai_san,no_von_chu_so_huu,tt_hien_han,tt_nhanh,kha_nang_tra_lai,dong_tien_tren_no,quy_mo_dn,diem_rui_ro,target,roa_tre1,roe_tre1,tt_hien_han_tre1,tt_nhanh_tre1,no_tong_tai_san_tre1,no_von_chu_so_huu_tre1,kha_nang_tra_lai_tre1,dong_tien_tren_no_tre1,quy_mo_dn_tre1,xac_suat,trang_thai
VNL,2019-12-31 00:00:00,2019,Vinalink Logistics,Ho Chi Minh Securities Trading Centre,hàng và dịch vụ công nghiệp,,3.41E+11,2.33E+11,74035149911,0,82140574176,1.29E+11,2.11E+11,18788001902,14153584561,9E+11,1371841793,28712786057,-1371841793,8.71E+11,5396506764,-1619054754,-18000000000,31708395304,0.05509678,2.11E+11,0.089042663,0.37829912,0.611374408,2.836600576,2.836600576,-10.31721342,-0.01971078,5.831882477,4.159999847,0,0.068846608,0.115505683,2.685407865,2.685407865,0.403954802,0.677725118,-9.526542708,-0.42704784,5.869296913,0.041632302,An toàn
VNL,2020-12-31 00:00:00,2020,Vinalink Logistics,Ho Chi Minh Securities Trading Centre,hàng và dịch vụ công nghiệp,,4.03E+11,2.91E+11,66443291046,0,1.39E+11,1.82E+11,2.21E+11,23191041185,19020766790,1.2E+12,1185956429,39370220848,-1185956429,1.16E+12,4953763445,-4233179912,-13500000000,10107449813,0.057546008,2.21E+11,0.104936838,0.451612903,0.823529412,2.09352518,2.09352518,-16.03833524,-0.030454532,5.998936562,11.64000034,0,0.05509678,0.089042663,2.836600576,2.836600576,0.37829912,0.611374408,-10.31721342,-0.01971078,5.831882477,0.116396293,An toàn
VNL,2021-12-31 00:00:00,2021,Vinalink Logistics,Ho Chi Minh Securities Trading Centre,hàng và dịch vụ công nghiệp,,4.06E+11,3.17E+11,55560434999,0,1.45E+11,1.87E+11,2.19E+11,37743118162,37834780398,1.38E+12,655347990,56897834013,1987340875,1.32E+12,4732193950,-2896500000,-13500000000,9096174652,0.092963345,2.19E+11,0.172343005,0.460591133,0.853881279,2.186206897,2.186206897,19.03789172,-0.019975862,6.00635316,35.50999832,0,0.057546008,0.104936838,2.09352518,2.09352518,0.451612903,0.823529412,-16.03833524,-0.030454532,5.998936562,0.35512656,An toàn
VNL,2022-12-31 00:00:00,2022,Vinalink Logistics,Ho Chi Minh Securities Trading Centre,hàng và dịch vụ công nghiệp,,3.61E+11,2.74E+11,85975264733,0,70605391209,1.13E+11,2.48E+11,43913344844,34043645801,1.1E+12,1154817246,59509321716,2069881496,1.04E+12,8077454024,-15296199765,-14242400000,59518735239,0.121643615,2.48E+11,0.177069939,0.313019391,0.455645161,3.880723487,3.880723487,16.44714727,-0.21664351,5.888877958,29.87999916,0,0.092963345,0.172343005,2.186206897,2.186206897,0.460591133,0.853881279,19.03789172,-0.019975862,6.00635316,0.298837095,An toàn
VNL,2023-12-31 00:00:00,2023,Vinalink Logistics,Ho Chi Minh Securities Trading Centre,hàng và dịch vụ công nghiệp,,3.91E+11,2.95E+11,67187750644,0,78445105870,1.21E+11,2.7E+11,37313675053,16727100108,7.29E+11,3431937334,41781278145,1527541954,6.87E+11,8860629909,-17341723636,-14611843500,13156120742,0.095431394,2.7E+11,0.138198796,0.309462916,0.448148148,3.760591521,3.760591521,10.95033761,-0.221068267,5.96870756,28.26000023,0,0.121643615,0.177069939,3.880723487,3.880723487,0.313019391,0.455645161,16.44714727,-0.21664351,5.888877958,0.282587379,An toàn
VNL,2024-12-31 00:00:00,2024,Vinalink Logistics,Ho Chi Minh Securities Trading Centre,hàng và dịch vụ công nghiệp,,4.56E+11,3.6E+11,85191102924,0,1.18E+11,1.59E+11,2.97E+11,45433863603,49571663457,1.15E+12,1415071456,80406112525,4172097988,1.07E+12,11646049201,17294443075,-16968584400,17562953912,0.099635666,2.97E+11,0.152975972,0.348684211,0.535353535,3.050847458,3.050847458,11.88171122,0.146563077,6.12249281,28.26000023,0,0.095431394,0.138198796,3.760591521,3.760591521,0.309462916,0.448148148,10.95033761,-0.221068267,5.96870756,0.282587379,An toàn
VNM,2019-12-31 00:00:00,2019,VINAMILK,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,4.47E+13,2.47E+13,2.67E+12,4.98E+12,1.44E+13,1.5E+13,2.97E+13,5.58E+12,6.17E+12,5.63E+13,7.24E+11,1.61E+13,-4.99E+11,2.97E+13,2.09E+12,-7.41E+12,-3.2E+12,7.95E+12,0.124832215,2.97E+13,0.187878788,0.33557047,0.505050505,1.715277778,1.369444444,-12.36472946,-0.514583333,10.70772878,23.40999985,0,0.149197861,0.2121673,1.943396226,1.421698113,0.296791444,0.422053232,-12.36472946,-0.172641509,10.52942598,0.234066293,An toàn
VNM,2020-12-31 00:00:00,2020,VINAMILK,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,4.84E+13,2.97E+13,2.11E+12,4.91E+12,1.42E+13,1.48E+13,3.36E+13,5.58E+12,6.17E+12,5.96E+13,1.15E+12,1.61E+13,-4.99E+11,3.2E+13,2.19E+12,-5.94E+12,-3.2E+12,7.95E+12,0.115289256,3.36E+13,0.166071429,0.305785124,0.44047619,2.091549296,1.745774648,-12.36472946,-0.418309859,10.78725509,8.850000381,0,0.124832215,0.187878788,1.715277778,1.369444444,0.33557047,0.505050505,-12.36472946,-0.514583333,10.70772878,0.088456415,An toàn
VNM,2021-12-31 00:00:00,2021,VINAMILK,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,5.33E+13,3.61E+13,2.35E+12,6.77E+12,1.71E+13,1.75E+13,3.59E+13,5.58E+12,6.17E+12,6.09E+13,1.1E+12,1.61E+13,-4.99E+11,3.46E+13,2.38E+12,-4.93E+12,-3.2E+12,7.95E+12,0.104690432,3.59E+13,0.155431755,0.328330206,0.487465181,2.111111111,1.715204678,-12.36472946,-0.288304094,10.88369161,5.25,0,0.115289256,0.166071429,2.091549296,1.745774648,0.305785124,0.44047619,-12.36472946,-0.418309859,10.78725509,0.05254047,An toàn
VNM,2022-12-31 00:00:00,2022,VINAMILK,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,4.85E+13,3.16E+13,2.3E+12,5.54E+12,1.53E+13,1.57E+13,3.28E+13,5.58E+12,6.17E+12,6E+13,1.19E+12,1.61E+13,-4.99E+11,3.61E+13,3.03E+12,8.51E+11,-3.2E+12,7.95E+12,0.115051546,3.28E+13,0.170121951,0.32371134,0.478658537,2.065359477,1.703267974,-12.36472946,0.055620915,10.78931908,10.61999989,0,0.104690432,0.155431755,2.111111111,1.715204678,0.328330206,0.487465181,-12.36472946,-0.288304094,10.88369161,0.106190898,An toàn
VNM,2023-12-31 00:00:00,2023,VINAMILK,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,5.27E+13,3.59E+13,2.91E+12,6.13E+12,1.71E+13,1.76E+13,3.5E+13,5.58E+12,6.17E+12,6.04E+13,1.19E+12,1.61E+13,-4.99E+11,3.58E+13,2.56E+12,-4.36E+12,-3.2E+12,7.95E+12,0.105882353,3.5E+13,0.159428571,0.333965844,0.502857143,2.099415205,1.740935673,-12.36472946,-0.25497076,10.87237073,29.87999916,0,0.115051546,0.170121951,2.065359477,1.703267974,0.32371134,0.478658537,-12.36472946,0.055620915,10.78931908,0.298837095,An toàn
VNM,2024-12-31 00:00:00,2024,VINAMILK,Ho Chi Minh Securities Trading Centre,thực phẩm và đồ uống,,5.5E+13,3.76E+13,2.23E+12,5.69E+12,1.85E+13,1.89E+13,3.62E+13,5.58E+12,6.17E+12,6.18E+13,1.19E+12,1.61E+13,-4.99E+11,3.62E+13,2.77E+12,-5.21E+12,-3.2E+12,7.95E+12,0.101454545,3.62E+13,0.154143646,0.343636364,0.522099448,2.032432432,1.724864865,-12.36472946,-0.281621622,10.91508846,20.15999985,0,0.105882353,0.159428571,2.099415205,1.740935673,0.333965844,0.502857143,-12.36472946,-0.25497076,10.87237073,0.201585054,An toàn
VNS,2019-12-31 00:00:00,2019,Ánh Dương Việt Nam,Ho Chi Minh Securities Trading Centre,du lịch và giải trí,,2.63E+12,4.31E+11,2.27E+11,15738638172,4.46E+11,9.34E+11,1.7E+12,1.09E+11,79800751567,1.99E+12,9123904205,4.25E+11,33255843086,1.57E+12,1.8E+11,-1.2E+11,-3.13E+11,4.92E+11,0.041444867,1.7E+12,0.064117647,0.35513308,0.549411765,0.966367713,0.931079287,2.399600917,-0.269058296,7.874739125,67.34999847,0,0.032751211,0.053664634,0.601886792,0.565270907,0.389705882,0.638554217,1.189413976,-0.637735849,7.908387159,0.673482776,Cảnh báo
VNS,2020-12-31 00:00:00,2020,Ánh Dương Việt Nam,Ho Chi Minh Securities Trading Centre,du lịch và giải trí,,2.06E+12,4.41E+11,2.41E+11,12995806006,3.03E+11,5.74E+11,1.48E+12,-1.6E+11,-2.36E+11,1.01E+12,6620775056,-13503384927,29426681964,1.03E+12,1.15E+11,1.97E+11,-2.97E+11,1.15E+11,-0.077669903,1.48E+12,-0.108108108,0.278640777,0.387837838,1.455445545,1.412555096,-8.019932396,0.650165017,7.630461262,44.38999939,1,0.041444867,0.064117647,0.966367713,0.931079287,0.35513308,0.549411765,2.399600917,-0.269058296,7.874739125,0.443888843,Cảnh báo
VNS,2021-12-31 00:00:00,2021,Ánh Dương Việt Nam,Ho Chi Minh Securities Trading Centre,du lịch và giải trí,,1.57E+12,6.28E+11,1.69E+11,9129075861,2.26E+11,3.65E+11,1.21E+12,-1.6E+11,-2.36E+11,4.85E+11,10207008212,-13503384927,8112168043,6.16E+11,67418970606,57539294889,-1.54E+11,24048088058,-0.101910828,1.21E+12,-0.132231405,0.232484076,0.301652893,2.778761062,2.738366921,-29.09209952,0.25459865,7.358830898,62.22999954,1,-0.077669903,-0.108108108,1.455445545,1.412555096,0.278640777,0.387837838,-8.019932396,0.650165017,7.630461262,0.622281849,Cảnh báo
VNS,2022-12-31 00:00:00,2022,Ánh Dương Việt Nam,Ho Chi Minh Securities Trading Centre,du lịch và giải trí,,1.84E+12,7.18E+11,1.97E+11,8734049665,1.76E+11,4.52E+11,1.38E+12,1.85E+11,1.48E+11,1.09E+12,22585401058,2.96E+11,-12353329530,7.93E+11,66845934779,-3.09E+11,-26643541271,3.63E+11,0.100543478,1.38E+12,0.134057971,0.245652174,0.327536232,4.079545455,4.029920172,-11.98057573,-1.755681818,7.517520851,65.34999847,0,-0.101910828,-0.132231405,2.778761062,2.738366921,0.232484076,0.301652893,-29.09209952,0.25459865,7.358830898,0.653504431,Cảnh báo
VNS,2023-12-31 00:00:00,2023,Ánh Dương Việt Nam,Ho Chi Minh Securities Trading Centre,du lịch và giải trí,,1.65E+12,5.49E+11,1.21E+11,8713538330,1.77E+11,4.85E+11,1.17E+12,1.51E+11,96699156827,1.22E+12,35976284012,2.56E+11,-10651416527,9.63E+11,81048039536,-31964653294,-4E+11,3.57E+11,0.091515152,1.17E+12,0.129059829,0.293939394,0.414529915,3.101694915,3.052465885,-9.078525526,-0.180591262,7.408530567,11.68000031,0,0.100543478,0.134057971,4.079545455,4.029920172,0.245652174,0.327536232,-11.98057573,-1.755681818,7.517520851,0.116835296,An toàn
VNS,2024-12-31 00:00:00,2024,Ánh Dương Việt Nam,Ho Chi Minh Securities Trading Centre,du lịch và giải trí,,1.86E+12,3.96E+11,98235505846,9093861880,2.6E+11,7.06E+11,1.15E+12,84071961165,28611970388,1E+12,14640444665,1.86E+11,10942097466,8.16E+11,82083168420,-4.14E+11,1.62E+11,2.29E+11,0.045199979,1.15E+12,0.073106053,0.379569892,0.613913043,1.523076923,1.488100531,2.614852452,-1.592307692,7.528331767,23.40999985,0,0.091515152,0.129059829,3.101694915,3.052465885,0.293939394,0.414529915,-9.078525526,-0.180591262,7.408530567,0.234066293,An toàn
VNT,2019-12-31 00:00:00,2019,Vận tải ngoại thương,Hanoi Stock Exchange,hàng và dịch vụ công nghiệp,,5.57E+11,3.39E+11,77283730750,0,3.44E+11,3.46E+11,2.11E+11,4105672945,19833193862,9.33E+11,6635197199,51535309132,7847714925,8.81E+11,30461664110,33831141687,-38088482844,8713203601,0.007371047,2.11E+11,0.019458166,0.621184919,1.639810427,0.985465116,0.985465116,2.527257176,0.098346342,6.32256524,21.10000038,0,0.014331477,0.037055261,1.011363636,1.011363636,0.613240418,1.585585586,1.721029515,0.258783131,6.352629396,0.211037278,An toàn
VNT,2020-12-31 00:00:00,2020,Vận tải ngoại thương,Hanoi Stock Exchange,hàng và dịch vụ công nghiệp,,6.42E+11,4.15E+11,1E+11,0,4.53E+11,4.55E+11,1.87E+11,-9610363652,26099595950,1.24E+12,7251877983,55738264771,7738505098,1.18E+12,28535979859,-32193888835,66468849049,-11138018885,-0.014969414,1.87E+11,-0.051392319,0.708722741,2.43315508,0.91611479,0.91611479,3.372692221,-0.071068187,6.464588304,26.73999977,1,0.007371047,0.019458166,0.985465116,0.985465116,0.621184919,1.639810427,2.527257176,0.098346342,6.32256524,0.267365426,An toàn
VNT,2021-12-31 00:00:00,2021,Vận tải ngoại thương,Hanoi Stock Exchange,hàng và dịch vụ công nghiệp,,7.92E+11,6.18E+11,1.13E+11,0,5.28E+11,5.94E+11,1.98E+11,11016556956,59831530094,2.54E+12,33051892958,99389123881,-10133660215,2.44E+12,36882673410,-24649786148,14302547938,25061902121,0.013909794,1.98E+11,0.055639177,0.75,3,1.170454545,1.170454545,-5.904236853,-0.046685201,6.674561392,7.679999828,1,-0.014969414,-0.051392319,0.91611479,0.91611479,0.708722741,2.43315508,3.372692221,-0.071068187,6.464588304,0.076825522,An toàn
VNT,2022-12-31 00:00:00,2022,Vận tải ngoại thương,Hanoi Stock Exchange,hàng và dịch vụ công nghiệp,,7.03E+11,4.73E+11,1.25E+11,0,4.61E+11,5.28E+11,1.75E+11,-11201327291,48532787342,1.8E+12,16807939328,90161496303,1702621732,1.71E+12,38717304569,-1.44E+11,-4847585622,1.6E+11,-0.015933609,1.75E+11,-0.064007585,0.751066856,3.017142857,1.026030369,1.026030369,28.50473856,-0.312364425,6.555356892,7.679999828,1,0.013909794,0.055639177,1.170454545,1.170454545,0.75,3,-5.904236853,-0.046685201,6.674561392,0.076825522,An toàn
VNT,2023-12-31 00:00:00,2023,Vận tải ngoại thương,Hanoi Stock Exchange,hàng và dịch vụ công nghiệp,,6.52E+11,4.23E+11,1.2E+11,0,4.32E+11,4.35E+11,2.17E+11,-17640227953,18516508633,8.8E+11,16633443501,48877401570,-2176328443,8.31E+11,27536057862,534934786,-8649291185,2555598477,-0.027055564,2.17E+11,-0.081291373,0.667177914,2.004608295,0.979166667,0.979166667,-8.508140714,0.001238275,6.480044562,10.19999981,1,-0.015933609,-0.064007585,1.026030369,1.026030369,0.751066856,3.017142857,28.50473856,-0.312364425,6.555356892,0.102047808,An toàn
VNT,2024-12-31 00:00:00,2024,Vận tải ngoại thương,Hanoi Stock Exchange,hàng và dịch vụ công nghiệp,,6.72E+11,4.82E+11,1.82E+11,0,4.53E+11,4.55E+11,2.17E+11,227910645,34404341271,1.43E+12,26892142922,67186541947,-11298789537,1.37E+12,30904682266,49656318542,70533158233,-58023937206,0.000339153,2.17E+11,0.001050279,0.677083333,2.096774194,1.06401766,1.06401766,-3.044958149,0.109616597,6.510258341,7.679999828,1,-0.027055564,-0.081291373,0.979166667,0.979166667,0.667177914,2.004608295,-8.508140714,0.001238275,6.480044562,0.076825522,An toàn
VOS,2019-12-31 00:00:00,2019,Vận tải Biển Việt Nam,Ho Chi Minh Securities Trading Centre,hàng và dịch vụ công nghiệp,,3.12E+12,8.43E+11,78451466509,90979418523,1.18E+12,2.41E+12,7.08E+11,48715752931,-99596818102,1.54E+12,42525660,-12893094120,92163992111,1.55E+12,68354397446,1.11E+11,-3.67E+11,2.48E+11,0.015614023,7.08E+11,0.068807561,0.772435897,3.403954802,0.71440678,0.637305578,-1.08064783,0.094067797,8.045588281,7.679999828,1,0.00469534,0.026204878,0.861788618,0.751219512,0.819178082,4.571865443,-1.337301024,-0.033116543,8.202482447,0.076825522,An toàn
VOS,2020-12-31 00:00:00,2020,Vận tải Biển Việt Nam,Ho Chi Minh Securities Trading Centre,hàng và dịch vụ công nghiệp,,2.8E+12,8.29E+11,53009600464,75028554197,9.12E+11,2.29E+12,5.08E+11,-1.6E+11,-1.48E+11,1.28E+12,3756067235,-13503384927,1.18E+11,1.31E+12,45408594394,72329521894,-1.21E+11,40165962980,-0.057142857,5.08E+11,-0.31496063,0.817857143,4.507874016,0.908991228,0.826723077,-1.254237288,0.079308686,7.937374696,7.679999828,1,0.015614023,0.068807561,0.71440678,0.637305578,0.772435897,3.403954802,-1.08064783,0.094067797,8.045588281,0.076825522,An toàn
VOS,2021-12-31 00:00:00,2021,Vận tải Biển Việt Nam,Ho Chi Minh Securities Trading Centre,hàng và dịch vụ công nghiệp,,2.75E+12,1.09E+12,1.03E+11,90110209457,7.27E+11,1.74E+12,1.01E+12,4.9E+11,3.05E+11,1.42E+12,4293127537,4.53E+11,97355547371,9.71E+11,65116026807,22042307143,-6.86E+11,7.14E+11,0.178181818,1.01E+12,0.485148515,0.632727273,1.722772277,1.499312242,1.375364224,3.132846645,0.030319542,7.919356191,7.679999828,0,-0.057142857,-0.31496063,0.908991228,0.826723077,0.817857143,4.507874016,-1.254237288,0.079308686,7.937374696,0.076825522,An toàn
VOS,2022-12-31 00:00:00,2022,Vận tải Biển Việt Nam,Ho Chi Minh Securities Trading Centre,hàng và dịch vụ công nghiệp,,2.68E+12,1.2E+12,34751927582,1.42E+11,6.31E+11,1.15E+12,1.53E+12,4.88E+11,5.53E+11,2.42E+12,23449059126,7.38E+11,36192861741,1.68E+12,1.08E+11,-16014277208,-6.38E+11,5.86E+11,0.182089552,1.53E+12,0.318954248,0.429104478,0.751633987,1.901743265,1.676703645,15.279256,-0.025379203,7.893572074,90.58000183,0,0.178181818,0.485148515,1.499312242,1.375364224,0.632727273,1.722772277,3.132846645,0.030319542,7.919356191,0.905756235,Nguy cơ cao
VOS,2023-12-31 00:00:00,2023,Vận tải Biển Việt Nam,Ho Chi Minh Securities Trading Centre,hàng và dịch vụ công nghiệp,,2.72E+12,1.58E+12,2.6E+11,1.23E+11,5.24E+11,1.04E+12,1.67E+12,1.55E+11,46414656378,3.19E+12,38901965085,1.82E+11,-13005389507,3.01E+12,88827469909,-1.77E+11,-24360000,4.03E+11,0.056985294,1.67E+12,0.092814371,0.382352941,0.622754491,3.015267176,2.780534351,-3.568878606,-0.33778626,7.908387159,29.87999916,0,0.182089552,0.318954248,1.901743265,1.676703645,0.429104478,0.751633987,15.279256,-0.025379203,7.893572074,0.298837095,An toàn
VOS,2024-12-31 00:00:00,2024,Vận tải Biển Việt Nam,Ho Chi Minh Securities Trading Centre,hàng và dịch vụ công nghiệp,,2.89E+12,2.1E+12,4.94E+11,1.05E+11,4.1E+11,9.02E+11,1.99E+12,3.35E+11,-33348528991,5.58E+12,32576258153,1.27E+11,-32511381441,5.45E+12,95617688180,1.19E+11,0,97764265765,0.115916955,1.99E+12,0.168341709,0.312110727,0.453266332,5.12195122,4.865853659,1.025749369,0.290243902,7.969011781,32.27999878,0,0.056985294,0.092814371,3.015267176,2.780534351,0.382352941,0.622754491,-3.568878606,-0.33778626,7.908387159,0.322780877,An toàn
VPD,2019-12-31 00:00:00,2019,Phát triển Điện lực Việt Nam,Ho Chi Minh Securities Trading Centre,"điện, nước và xăng dầu khí đốt",,2.28E+12,1.18E+11,52595417854,1190441076,5.58E+11,1.03E+12,1.24E+12,96795815037,1.97E+11,4.84E+11,1550898069,2.3E+11,80214239711,2.54E+11,10750063583,-74663485319,-2.27E+11,3.17E+11,0.042454305,1.24E+12,0.078061141,0.451754386,0.830645161,0.211469534,0.209336127,2.455923047,-0.133805529,7.731930722,17.5,0,0.07016129,0.138095238,0.328996283,0.325742842,0.487903226,0.96031746,3.196270829,-0.078912199,7.816013839,0.174983129,An toàn
VPD,2020-12-31 00:00:00,2020,Phát triển Điện lực Việt Nam,Ho Chi Minh Securities Trading Centre,"điện, nước và xăng dầu khí đốt",,2.16E+12,1.57E+11,39862549908,1009092306,2.28E+11,8.93E+11,1.27E+12,80429155931,1.75E+11,4.55E+11,1589331733,2.05E+11,79891595849,2.5E+11,9226405266,-7342081372,-1.95E+11,1.9E+11,0.03723572,1.27E+12,0.063330044,0.413425926,0.703149606,0.688596491,0.684170648,2.190468198,-0.032202111,7.677863501,82.59999847,0,0.042454305,0.078061141,0.211469534,0.209336127,0.451754386,0.830645161,2.455923047,-0.133805529,7.731930722,0.8259601,Nguy cơ cao
VPD,2021-12-31 00:00:00,2021,Phát triển Điện lực Việt Nam,Ho Chi Minh Securities Trading Centre,"điện, nước và xăng dầu khí đốt",,2.07E+12,2.04E+11,1.13E+11,1196789021,3.26E+11,7.05E+11,1.36E+12,1.64E+11,2.64E+11,5.69E+11,1565446573,2.98E+11,65495394775,2.7E+11,11145263829,-22492672430,-2.55E+11,3.51E+11,0.079227053,1.36E+12,0.120588235,0.34057971,0.518382353,0.625766871,0.622095739,4.030817753,-0.068995928,7.635303886,65.91000366,0,0.03723572,0.063330044,0.688596491,0.684170648,0.413425926,0.703149606,2.190468198,-0.032202111,7.677863501,0.659136117,Cảnh báo
VPD,2022-12-31 00:00:00,2022,Phát triển Điện lực Việt Nam,Ho Chi Minh Securities Trading Centre,"điện, nước và xăng dầu khí đốt",,2.01E+12,2.9E+11,1.03E+11,1289636577,3.14E+11,4.74E+11,1.53E+12,2.83E+11,3.65E+11,6.81E+11,2259668353,4.02E+11,25632339154,2.79E+11,0,-6518846421,-3.35E+11,3.32E+11,0.14079602,1.53E+12,0.18496732,0.235820896,0.309803922,0.923566879,0.919459756,14.23982407,-0.020760657,7.605890001,25.67000008,0,0.079227053,0.120588235,0.625766871,0.622095739,0.34057971,0.518382353,4.030817753,-0.068995928,7.635303886,0.256688178,An toàn
VPD,2023-12-31 00:00:00,2023,Phát triển Điện lực Việt Nam,Ho Chi Minh Securities Trading Centre,"điện, nước và xăng dầu khí đốt",,1.82E+12,2.53E+11,49681302435,1348129884,1.7E+11,2.49E+11,1.57E+12,1.91E+11,2.42E+11,5.42E+11,1371570759,2.79E+11,22619875667,2.63E+11,11623887378,-5524860047,-3.5E+11,3.02E+11,0.104945055,1.57E+12,0.121656051,0.136813187,0.158598726,1.488235294,1.480305118,10.69855571,-0.032499177,7.50659178,29.87999916,0,0.14079602,0.18496732,0.923566879,0.919459756,0.235820896,0.309803922,14.23982407,-0.020760657,7.605890001,0.298837095,An toàn
VPD,2024-12-31 00:00:00,2024,Phát triển Điện lực Việt Nam,Ho Chi Minh Securities Trading Centre,"điện, nước và xăng dầu khí đốt",,1.74E+12,3.23E+11,2.21E+11,6779350589,3.15E+11,3.35E+11,1.4E+12,2.12E+11,2.67E+11,5.86E+11,2518092899,3.11E+11,7013689442,2.75E+11,14292041635,-2852927721,-2.98E+11,4.73E+11,0.12183908,1.4E+12,0.151428571,0.192528736,0.239285714,1.025396825,1.003875077,38.06840925,-0.009056913,7.461640392,29.87999916,0,0.104945055,0.121656051,1.488235294,1.480305118,0.136813187,0.158598726,10.69855571,-0.032499177,7.50659178,0.298837095,An toàn
VPG,2019-12-31 00:00:00,2019,Đầu tư TMại XNK Việt Phát,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,1.92E+12,1.63E+12,1.79E+11,5.83E+11,1.5E+12,1.57E+12,3.47E+11,55069224554,85671906496,2.3E+12,20971154397,3.87E+11,14271799082,1.91E+12,2.84E+11,4.53E+11,-2.09E+11,-2.71E+11,0.028681888,3.47E+11,0.158700935,0.817708333,4.524495677,1.086666667,0.698,6.002880646,0.302,7.560080465,13.60000038,0,0.018865027,0.140688339,1.057591623,0.82513089,0.868181818,6.474576271,-2.352983078,-0.132460733,7.696212639,0.136046201,An toàn
VPG,2020-12-31 00:00:00,2020,Đầu tư TMại XNK Việt Phát,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,1.55E+12,1.36E+12,2.46E+11,3.46E+11,1.03E+12,1.03E+12,5.18E+11,88342447090,1.8E+11,2.33E+12,12385894184,2.92E+11,11236067281,2.04E+12,95844869621,1.17E+11,-1.09E+11,58677490496,0.056995127,5.18E+11,0.170545265,0.664516129,1.988416988,1.32038835,0.984466019,16.01983999,0.113592233,7.34601021,6,0,0.028681888,0.158700935,1.086666667,0.698,0.817708333,4.524495677,6.002880646,0.302,7.560080465,0.060049996,An toàn
VPG,2021-12-31 00:00:00,2021,Đầu tư TMại XNK Việt Phát,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,2.38E+12,2.15E+12,7.48E+11,7.28E+11,1.47E+12,1.47E+12,9.13E+11,4.21E+11,5.32E+11,3.86E+12,14781702389,6.73E+11,20138757322,3.19E+12,1.26E+11,-34341295997,2.46E+11,2.9E+11,0.176890756,9.13E+11,0.461117196,0.617647059,1.61007667,1.462585034,0.967346939,26.4167243,-0.023361426,7.774855767,12.34000015,0,0.056995127,0.170545265,1.32038835,0.984466019,0.664516129,1.988416988,16.01983999,0.113592233,7.34601021,0.123410344,An toàn
VPG,2022-12-31 00:00:00,2022,Đầu tư TMại XNK Việt Phát,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,5.98E+12,5E+12,1.53E+12,1.88E+12,4.06E+12,4.5E+12,1.48E+12,62528374667,1.01E+11,5.52E+12,28545860611,2.64E+11,25559639359,5.26E+12,1.36E+11,-4.51E+11,1.7E+12,-4.76E+11,0.01045625,1.48E+12,0.042248902,0.752508361,3.040540541,1.231527094,0.768472906,3.951542453,-0.111083744,8.696175847,79.55999756,0,0.176890756,0.461117196,1.462585034,0.967346939,0.617647059,1.61007667,26.4167243,-0.023361426,7.774855767,0.795558929,Nguy cơ cao
VPG,2023-12-31 00:00:00,2023,Đầu tư TMại XNK Việt Phát,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,7.16E+12,6.46E+12,1.53E+12,2.99E+12,5.28E+12,5.66E+12,1.49E+12,19381309870,2.07E+11,6.34E+12,38103946750,3.85E+11,76282058440,5.95E+12,1.32E+11,-25354650235,3.97E+11,-3.68E+11,0.002706887,1.49E+12,0.013007591,0.790502793,3.798657718,1.223484848,0.65719697,2.713613191,-0.004802017,8.87626526,7.679999828,0,0.01045625,0.042248902,1.231527094,0.768472906,0.752508361,3.040540541,3.951542453,-0.111083744,8.696175847,0.076825522,An toàn
VPG,2024-12-31 00:00:00,2024,Đầu tư TMại XNK Việt Phát,Ho Chi Minh Securities Trading Centre,tài nguyên cơ bản,,8.46E+12,7.82E+12,1.63E+12,3.36E+12,6.67E+12,6.86E+12,1.6E+12,1.09E+11,2.92E+11,1.63E+13,14058087424,6.36E+11,1.93E+11,1.56E+13,2.64E+11,86225307684,1.97E+11,-1.92E+11,0.012884161,1.6E+12,0.068125,0.810874704,4.2875,1.172413793,0.668665667,1.512953368,0.012927332,9.043104453,7.679999828,0,0.002706887,0.013007591,1.223484848,0.65719697,0.790502793,3.798657718,2.713613191,-0.004802017,8.87626526,0.076825522,An toàn
